Ensembl Gene ID	Associated Gene Name	Chromosome Name	Gene Start (bp)	Gene End (bp)	Gene Biotype	Transcript count
ENSDARG00000014599	slc5a6	17	6299986	6319977	protein_coding	2
ENSDARG00000095423	CR361547.2	4	33013357	33014250	protein_coding	1
ENSDARG00000061573	socs5a	12	26569841	26593303	protein_coding	2
ENSDARG00000078918	comtd1	13	17721500	17734318	protein_coding	2
ENSDARG00000008818	hsf1	19	3618979	3644797	protein_coding	6
ENSDARG00000025921	runx1	1	1063377	1075836	protein_coding	1
ENSDARG00000059682	slc43a3a	1	44693717	44708951	protein_coding	1
ENSDARG00000089701	TRABD2A	5	297623	347933	protein_coding	1
ENSDARG00000087807	ANGPTL2	5	4776974	4777891	protein_coding	1
ENSDARG00000074052		1	50031495	50037014	protein_coding	1
ENSDARG00000097686	si:ch1073-277f7.3	8	2977968	2984331	processed_transcript	1
ENSDARG00000069830	CX55.5	16	35471714	35473210	protein_coding	1
ENSDARG00000092211	si:dkey-258p11.3	5	11419290	11419660	processed_transcript	1
ENSDARG00000095464	zgc:66350	5	10954245	10963943	protein_coding	1
ENSDARG00000044577	chst8	18	1497423	1498454	protein_coding	1
ENSDARG00000058647	hck	23	7579508	7619554	protein_coding	2
ENSDARG00000039232	DUSP8 (2 of 2)	18	48806065	48812094	protein_coding	1
ENSDARG00000011932	prkcbp1l	23	9916429	9970412	protein_coding	2
ENSDARG00000016706	atic	1	4326544	4393284	protein_coding	5
ENSDARG00000058052	CR388145.1	4	54268521	54270649	protein_coding	1
ENSDARG00000097310	C25H15orf40	25	19975400	19976487	protein_coding	3
ENSDARG00000002226	TRIM67	20	3953740	4028510	protein_coding	1
ENSDARG00000089382	zgc:158463	5	1192175	1192591	protein_coding	1
ENSDARG00000068971	MEX3C	5	7176108	7180791	protein_coding	1
ENSDARG00000087694	wu:fe11b02	7	7232773	7233539	protein_coding	1
ENSDARG00000032575	ywhaz	19	12786554	12815748	protein_coding	1
ENSDARG00000024847	col5a2b	6	11349919	11406548	protein_coding	1
ENSDARG00000043735	si:dkey-88n24.5	7	4045763	4048062	protein_coding	1
ENSDARG00000077690	mb21d2a	2	5205467	5224162	protein_coding	1
ENSDARG00000015445	lim2.4	19	11163618	11176198	protein_coding	2
ENSDARG00000041910	znf512	20	38549536	38563703	protein_coding	3
ENSDARG00000087185	CABZ01069006.1	5	62486748	62489605	protein_coding	1
ENSDARG00000079385		15	2691920	2717936	protein_coding	1
ENSDARG00000025465	spon2a	14	22864366	22903738	protein_coding	1
ENSDARG00000077344	RBBP6 (8 of 71)	11	12719062	12720415	protein_coding	1
ENSDARG00000058891	nedd9	19	2735728	2791924	protein_coding	1
ENSDARG00000005419	il1b	10	46393914	46401024	protein_coding	1
ENSDARG00000017636	rnf167	5	70878514	70892288	protein_coding	1
ENSDARG00000039601	ier3ip1	10	14571358	14574196	protein_coding	1
ENSDARG00000012482	pclob	18	9086068	9172989	protein_coding	3
ENSDARG00000006202	erbb3a	6	7383038	7448242	protein_coding	5
ENSDARG00000074210		11	43557272	43560478	protein_coding	1
ENSDARG00000092749	si:ch211-133n4.12	19	3820398	3823548	protein_coding	1
ENSDARG00000019233	nln	10	15437164	15476159	protein_coding	2
ENSDARG00000086271	CABZ01090073.1	11	44256202	44258256	protein_coding	1
ENSDARG00000051785	DHX33	5	2074624	2100962	protein_coding	2
ENSDARG00000076158	zgc:165583	3	3002012	3003094	protein_coding	1
ENSDARG00000069528	zgc:165409	16	12511914	12520418	protein_coding	1
ENSDARG00000092224	si:ch1073-181h11.1	22	2281109	2291129	protein_coding	1
ENSDARG00000095691	si:ch73-138e16.5	22	2470841	2477397	protein_coding	1
ENSDARG00000040523	smpd2a	23	5627579	5649685	protein_coding	1
ENSDARG00000095948	si:ch211-57m13.15	10	6275747	6302907	transcribed_unprocessed_pseudogene	2
ENSDARG00000075813	asphd1	3	14876537	14889287	protein_coding	2
ENSDARG00000006603	csrp1a	23	5815381	5868859	protein_coding	3
ENSDARG00000095927	si:ch211-57m13.1	10	6277951	6283505	protein_coding	1
ENSDARG00000086223	si:ch73-144d13.4	15	576592	589759	protein_coding	2
ENSDARG00000095461	CT826375.4	4	11396728	11400724	protein_coding	1
ENSDARG00000093439	RBBP6 (37 of 71)	8	35586001	35587203	protein_coding	1
ENSDARG00000040620	psmg1	10	272101	275808	protein_coding	2
ENSDARG00000089887	mmp20a	15	24877004	24887314	protein_coding	2
ENSDARG00000019130	plk2b	8	17598092	17605595	protein_coding	1
ENSDARG00000077322	SOWAHC (2 of 3)	9	57631483	57638156	protein_coding	1
ENSDARG00000092054	RBBP6 (27 of 71)	11	11495570	11497222	protein_coding	1
ENSDARG00000058225	arpc4l	11	16527990	16537065	protein_coding	2
ENSDARG00000092247	si:ch211-200o3.1	18	20802410	20804312	processed_transcript	1
ENSDARG00000091242	CABZ01088508.1	16	57989199	57990261	protein_coding	1
ENSDARG00000092833	si:dkeyp-1h4.8	18	7039261	7044569	processed_transcript	1
ENSDARG00000093386	si:dkeyp-82a1.1	8	21488362	21491998	protein_coding	8
ENSDARG00000092774	tarsl2	18	324173	329033	protein_coding	1
ENSDARG00000040265	mpdu1b	7	27592694	27599351	protein_coding	2
ENSDARG00000076321	COL28A1 (2 of 4)	9	49284947	49358180	protein_coding	3
ENSDARG00000074258	GRAMD1B (1 of 2)	18	45249936	45315495	protein_coding	1
ENSDARG00000088727	CR847844.6	10	23776146	23781512	protein_coding	1
ENSDARG00000021135	DHRS2	7	25206555	25214121	protein_coding	3
ENSDARG00000079376	zgc:174153	12	17839808	18018803	protein_coding	2
ENSDARG00000058222	mpp4a	9	13962153	13988223	protein_coding	3
ENSDARG00000040319	C5AR1	18	45207298	45208338	protein_coding	1
ENSDARG00000022213	uck2b	2	5694306	5707806	protein_coding	1
ENSDARG00000054753	col10a1	17	15383316	15388101	protein_coding	1
ENSDARG00000076719	ANKRD34A	16	45637241	45638788	protein_coding	1
ENSDARG00000086455	CLPX (3 of 3)	7	14467051	14473897	protein_coding	1
ENSDARG00000082753	AC024175.17	MT	1020	1971	Mt_rRNA	1
ENSDARG00000059003	strip2	4	4844387	4891954	protein_coding	2
ENSDARG00000063910	mt-atp8	MT	8894	9058	protein_coding	1
ENSDARG00000071197	usp40	6	9112129	9143889	protein_coding	1
ENSDARG00000069527	ube2g1b	21	15543220	15549492	protein_coding	1
ENSDARG00000078388	GLIS2 (2 of 2)	22	27144096	27152001	protein_coding	1
ENSDARG00000079250	zbtb5	1	18550346	18573632	processed_transcript	2
ENSDARG00000079898	cd248a	7	19379597	19382593	protein_coding	1
ENSDARG00000058260	zgc:174160	24	25817963	25841699	protein_coding	1
ENSDARG00000030347	mespba	7	16082277	16085567	protein_coding	1
ENSDARG00000087503	CABZ01079386.1	7	76012354	76013766	protein_coding	1
ENSDARG00000058445	PDILT	1	8311012	8326027	protein_coding	1
ENSDARG00000091410	st18	24	36615702	36657091	protein_coding	1
ENSDARG00000062457	las1l	5	23898578	23914265	protein_coding	3
ENSDARG00000094813	PGBD1	22	2709627	2716450	protein_coding	2
ENSDARG00000060202	si:dkey-266h18.3	21	8195493	8278837	protein_coding	3
ENSDARG00000069521	vps29	21	15517322	15523159	protein_coding	1
ENSDARG00000090846	CT573236.2	11	11984037	11984812	protein_coding	1
ENSDARG00000089673	BX530037.2	10	41808799	41809802	pseudogene	1
ENSDARG00000029452	neurl1b	14	19564437	19599512	protein_coding	2
ENSDARG00000097955	si:ch73-109d7.3	11	14322585	14323222	antisense	1
ENSDARG00000017312	lmbrd2b	21	21352822	21374747	protein_coding	1
ENSDARG00000039701	emx2	13	19367592	19372563	protein_coding	1
ENSDARG00000052247	alkbh4	5	64530237	64535385	protein_coding	1
ENSDARG00000086238	CR847511.1	4	26117584	26120400	protein_coding	1
ENSDARG00000076014	ERC1 (3 of 3)	4	7392435	7442901	protein_coding	2
ENSDARG00000061459		1	19921466	19986760	protein_coding	4
ENSDARG00000091211	adh8a	13	12523132	12529475	protein_coding	2
ENSDARG00000058416	DNHD1	11	12954936	12983628	protein_coding	3
ENSDARG00000033376	chchd4	11	35893316	35897644	protein_coding	2
ENSDARG00000076318	atp6v1ab	24	21762572	21780574	protein_coding	2
ENSDARG00000035715	marcksl1b	19	31043504	31046207	protein_coding	1
ENSDARG00000057644	adam8b	12	9850706	9886884	protein_coding	2
ENSDARG00000059163	irbp	12	3243348	3248423	protein_coding	2
ENSDARG00000038845	ldhd	25	13905963	13922769	protein_coding	1
ENSDARG00000089607	CU929037.1	17	50092805	50094125	protein_coding	1
ENSDARG00000096558	si:ch211-80j13.1	20	10540287	10609899	lincRNA	1
ENSDARG00000037978	clec19a	3	31329118	31340458	protein_coding	1
ENSDARG00000044827	wnt7aa	11	28363425	28377297	protein_coding	2
ENSDARG00000078223	ora4	22	370791	373421	protein_coding	1
ENSDARG00000097777	si:ch211-136a14.5	3	42198258	42198778	antisense	1
ENSDARG00000015747	aarsd1	12	6732851	6746824	protein_coding	1
ENSDARG00000078835	ICT1	12	290662	294261	protein_coding	2
ENSDARG00000040942	pnp6	18	21037972	21052084	protein_coding	2
ENSDARG00000012942	itgb5	9	23710848	23781360	protein_coding	5
ENSDARG00000037040	cgrrf1	20	9957221	9961748	protein_coding	2
ENSDARG00000071779	npy7r	14	19951824	19953004	protein_coding	1
ENSDARG00000036329	ndufa1	14	34388966	34390425	protein_coding	2
ENSDARG00000088653	CABZ01028403.1	4	29577233	29581479	protein_coding	1
ENSDARG00000094203	BX901892.1	4	34075382	34080248	protein_coding	1
ENSDARG00000013481	btr21	19	2828688	2840770	protein_coding	2
ENSDARG00000095506	KNCN	2	19323999	19332537	protein_coding	1
ENSDARG00000089690	CABZ01044980.1	15	42568084	42568721	protein_coding	1
ENSDARG00000031343	rab6bb	2	22253138	22261309	protein_coding	2
ENSDARG00000089776	ACTN4 (2 of 3)	15	41479060	41496804	protein_coding	1
ENSDARG00000070581	ggact.1	1	2210880	2214332	protein_coding	1
ENSDARG00000045398	mtrr	24	17404835	17454123	protein_coding	5
ENSDARG00000032801	grk5	10	2742740	2782570	protein_coding	2
ENSDARG00000078285	pik3ap1	13	23247800	23268475	protein_coding	3
ENSDARG00000058613	pggt1b	8	458388	473513	protein_coding	3
ENSDARG00000086960	GPC6 (2 of 3)	1	2469742	2673283	protein_coding	3
ENSDARG00000090615	BX957297.2	7	40087926	40089040	protein_coding	1
ENSDARG00000052314	trim35-25	3	8150807	8171231	protein_coding	2
ENSDARG00000070958	pex6	22	40957131	40993636	protein_coding	2
ENSDARG00000097376	si:dkey-245m3.1	5	11805038	11808809	processed_transcript	1
ENSDARG00000073963	C4H12orf56	4	4631250	4653916	protein_coding	2
ENSDARG00000040765	drd6b	12	6326540	6327820	protein_coding	2
ENSDARG00000075732	taf4b	20	18306330	18342154	protein_coding	1
ENSDARG00000002912	adipor1a	11	25733715	25748096	protein_coding	2
ENSDARG00000086959	CU693370.1	2	36120139	36120656	protein_coding	1
ENSDARG00000077796	CU571384.2	2	36070267	36070808	protein_coding	1
ENSDARG00000013245	wbp1la	13	28803959	28820367	protein_coding	1
ENSDARG00000079722	CABZ01053757.1	9	51926664	52019629	protein_coding	1
ENSDARG00000014134	prkacaa	3	50619994	50787901	protein_coding	2
ENSDARG00000010481	bzw1a	22	14261193	14270180	protein_coding	1
ENSDARG00000097070	fgd1	8	8356266	8377538	antisense	1
ENSDARG00000090738	mylka	9	4174055	4214199	protein_coding	2
ENSDARG00000076508	GRM8 (1 of 2)	25	27788184	28104027	protein_coding	2
ENSDARG00000006797	nt5dc1	20	490788	547541	protein_coding	2
ENSDARG00000016750	abcc6a	6	10937301	10978942	protein_coding	1
ENSDARG00000012513	sdcbp2	23	16819339	16852904	protein_coding	2
ENSDARG00000052240	BX901974.1	4	47304683	47305798	protein_coding	1
ENSDARG00000091131	cry2b	22	745665	789091	protein_coding	4
ENSDARG00000087628	BX571954.1	4	42569638	42576036	protein_coding	1
ENSDARG00000097708	evx1	19	19183716	19336956	protein_coding	1
ENSDARG00000005104	limk2	5	22606737	22646702	protein_coding	3
ENSDARG00000062926	prkar1b	3	12119146	12262447	protein_coding	2
ENSDARG00000024740	gng13a	1	8303165	8304091	protein_coding	3
ENSDARG00000056783	raraa	12	12186820	12263281	protein_coding	1
ENSDARG00000074116		7	67042466	67046274	protein_coding	1
ENSDARG00000044812	TTC17	7	51752705	51806323	protein_coding	1
ENSDARG00000097390	si:ch73-156f22.2	15	427095	428222	lincRNA	1
ENSDARG00000094502	si:dkey-7i1.4	23	25167566	25213687	processed_transcript	1
ENSDARG00000017490	cel.1	21	9825256	9835374	protein_coding	3
ENSDARG00000005002	brf1b	20	20973951	21089059	protein_coding	2
ENSDARG00000088781		1	58482375	58483019	protein_coding	1
ENSDARG00000070624	cacng7b	16	14714441	14755587	protein_coding	2
ENSDARG00000044954	slit1a	13	427047	510211	protein_coding	2
ENSDARG00000056163	zgc:73228	1	17553574	17558701	protein_coding	1
ENSDARG00000096845	si:dkey-148c4.3	15	15716530	15716931	sense_intronic	1
ENSDARG00000097494	si:dkey-14f6.1	15	2665209	2665864	unprocessed_pseudogene	1
ENSDARG00000087350	CABZ01068244.1	15	44212185	44215015	protein_coding	1
ENSDARG00000096994	si:dkey-31n5.2	3	23387969	23471684	lincRNA	2
ENSDARG00000015657	zgc:77112	8	54721321	54724687	protein_coding	1
ENSDARG00000022952		16	27346625	27354753	protein_coding	1
ENSDARG00000024631	NLRC5	18	17283463	17316969	protein_coding	2
ENSDARG00000092511	si:dkey-103a3.3	23	15953404	15954932	processed_transcript	1
ENSDARG00000053155	alg3	2	45034221	45042845	protein_coding	2
ENSDARG00000003582	CCDC34	25	3710215	3721436	protein_coding	2
ENSDARG00000037861	slc2a3b	16	14225690	14244860	protein_coding	2
ENSDARG00000059347	calml4b	25	1389161	1436673	protein_coding	4
ENSDARG00000096854	si:ch1073-144j5.2	3	11553557	11579372	protein_coding	1
ENSDARG00000058958	trim35-7	3	5968712	5980904	protein_coding	1
ENSDARG00000071566	ppp1cab	12	14311999	14329493	protein_coding	1
ENSDARG00000095738	BX649331.2	Zv9_scaffold3530	328204	334513	protein_coding	1
ENSDARG00000002006	rxrbb	16	20493224	20528393	protein_coding	3
ENSDARG00000069499	spag1b	16	58282117	58283183	protein_coding	1
ENSDARG00000090864	CABZ01066716.1	Zv9_NA559	5855	7391	protein_coding	1
ENSDARG00000094923	si:ch73-80e5.5	25	30383264	30384838	unprocessed_pseudogene	1
ENSDARG00000061445	adcy6a	23	14052948	14171075	protein_coding	2
ENSDARG00000095944	si:ch73-103b2.1	16	28230380	28232080	protein_coding	1
ENSDARG00000040374	tmem182	9	6957127	6969103	protein_coding	1
ENSDARG00000077645	GPR78 (2 of 2)	7	60214962	60218642	protein_coding	1
ENSDARG00000096986	si:dkey-14d8.22	4	5327255	5328845	antisense	2
ENSDARG00000087301	crygm2d14	9	23179886	23180912	protein_coding	1
ENSDARG00000075682	orc6	7	44541817	44550988	protein_coding	1
ENSDARG00000018980	zgc:91890	16	6853443	6861184	protein_coding	1
ENSDARG00000045798	ptn	4	1221209	1280268	protein_coding	1
ENSDARG00000002377	mief2	1	7597407	7608093	protein_coding	3
ENSDARG00000058292	sephs1	18	7832205	7844723	protein_coding	2
ENSDARG00000079146	smarcal1	9	53944230	54040689	protein_coding	4
ENSDARG00000090428	ctrb1	7	36522727	36533247	protein_coding	3
ENSDARG00000037532	mcm3l	20	6621502	6637441	protein_coding	1
ENSDARG00000063715	HECW1 (2 of 3)	24	892246	937148	protein_coding	2
ENSDARG00000013704	cers2a	19	9394453	9435492	protein_coding	3
ENSDARG00000000767	spi1b	7	33979183	33993855	protein_coding	5
ENSDARG00000089469	sumo2a	6	18686358	18692065	protein_coding	2
ENSDARG00000088703	TGIF2	6	1721453	1725682	protein_coding	1
ENSDARG00000093234	si:dkey-65l23.2	21	17692242	17706153	protein_coding	1
ENSDARG00000092422	si:ch211-130h14.6	13	4100137	4102237	protein_coding	2
ENSDARG00000070807	cbx4	3	18285032	18385927	protein_coding	5
ENSDARG00000062418	ttl	13	15872424	15883377	protein_coding	2
ENSDARG00000074174	BX901889.1	2	36203683	36204156	protein_coding	1
ENSDARG00000093116	si:dkeyp-122a9.2	22	14495357	14505540	protein_coding	1
ENSDARG00000024759	inhbab	2	21283052	21300265	protein_coding	1
ENSDARG00000071375	celf5a	22	19983966	20330015	protein_coding	2
ENSDARG00000092522	si:ch1073-139a18.1	18	4882848	4896231	protein_coding	2
ENSDARG00000087703	si:dkey-205d4.2	8	13934937	13945388	protein_coding	2
ENSDARG00000026967	ap2s1	15	8902966	8935293	protein_coding	1
ENSDARG00000076290	calrl2	8	17101739	17111891	protein_coding	1
ENSDARG00000043089	alox5b.2	15	962186	975247	protein_coding	2
ENSDARG00000095757	si:dkey-28d5.1	7	4921987	4923302	protein_coding	2
ENSDARG00000070804	arhgap17b	3	18296653	18473426	protein_coding	2
ENSDARG00000096578	cul4a	1	53795	54138	protein_coding	1
ENSDARG00000077676	CR788320.2	3	3567410	3569266	protein_coding	1
ENSDARG00000043665	glrx5	20	10671101	10675037	protein_coding	1
ENSDARG00000091085	lepa	18	10137808	10138401	protein_coding	1
ENSDARG00000009121	CHRM1 (1 of 2)	5	39363200	39364648	protein_coding	1
ENSDARG00000055373	sema3fb	11	36289347	36410500	protein_coding	2
ENSDARG00000058039	bhlhe22	24	25069289	25071294	protein_coding	2
ENSDARG00000052553	lig3	5	62528093	62548484	protein_coding	1
ENSDARG00000011890	cry4	22	799841	814296	protein_coding	4
ENSDARG00000014462	rab3c	8	17574692	17586764	protein_coding	1
ENSDARG00000093178	si:dkey-84o3.12	21	4642725	4645921	protein_coding	1
ENSDARG00000046071	C21H18orf25	21	5262340	5305753	protein_coding	4
ENSDARG00000096906	si:dkey-7i4.24	15	713097	720452	protein_coding	1
ENSDARG00000095222	or128-7	15	5065471	5066388	protein_coding	1
ENSDARG00000088168	ablim3	14	35765305	35926930	protein_coding	6
ENSDARG00000069945	p2ry12	15	1113227	1116984	protein_coding	2
ENSDARG00000001769	ptpra	21	13959617	14023048	protein_coding	3
ENSDARG00000056450	MANEAL	19	16691946	16709242	protein_coding	1
ENSDARG00000078547	si:ch211-264f5.2	19	6282419	6292015	protein_coding	1
ENSDARG00000041874	SLC7A1 (2 of 2)	15	7230125	7250301	protein_coding	1
ENSDARG00000095692	si:ch211-210h11.7	19	8123606	8124275	antisense	1
ENSDARG00000079067	mms19	12	3382772	3426555	protein_coding	2
ENSDARG00000036481	tcn2l	5	28440014	28450649	protein_coding	3
ENSDARG00000044635	ptprda	7	75006179	75013089	protein_coding	2
ENSDARG00000088345		3	50867863	50905583	protein_coding	1
ENSDARG00000080004	trim35-24	3	8142643	8148240	protein_coding	1
ENSDARG00000089697	nfe2l2b	6	10799745	10813863	protein_coding	1
ENSDARG00000031307	zic4	24	5057582	5062137	protein_coding	2
ENSDARG00000092849	si:ch73-92e7.4	22	1776158	1781335	protein_coding	1
ENSDARG00000005540	xpo7	10	20104113	20135114	protein_coding	2
ENSDARG00000068385	tpm2	10	8303856	8360758	protein_coding	5
ENSDARG00000094256	si:dkey-46m10.2	16	16653557	16654401	processed_transcript	1
ENSDARG00000006200	EIF4G1 (1 of 3)	2	16534444	16574921	protein_coding	3
ENSDARG00000063158	SLC24A2 (2 of 2)	7	76339344	76404022	protein_coding	1
ENSDARG00000069926	hsd3b1	9	22227790	22233809	protein_coding	1
ENSDARG00000091729		7	76271851	76275746	protein_coding	1
ENSDARG00000079269	CR589947.1	3	4079520	4083755	protein_coding	2
ENSDARG00000079017	MESDC1	7	12209544	12210608	protein_coding	1
ENSDARG00000003570	hsp90b1	4	8898701	8906072	protein_coding	1
ENSDARG00000094914	si:ch73-196i15.5	8	21456225	21460709	protein_coding	1
ENSDARG00000031420	wt1a	25	15535281	15571217	protein_coding	1
ENSDARG00000088586	pthlhb	25	3314698	3319086	protein_coding	1
ENSDARG00000056006	si:dkey-47k20.2	18	31785338	31790285	protein_coding	2
ENSDARG00000016815	casc1	4	16313185	16319967	protein_coding	5
ENSDARG00000079293	GDPD4 (3 of 3)	21	21263835	21276995	protein_coding	2
ENSDARG00000077906	rnf165a	21	5213547	5246454	protein_coding	3
ENSDARG00000041691	bhlhe41	18	15785020	15789333	protein_coding	1
ENSDARG00000093015	si:ch211-174j14.2	18	28318630	28320481	protein_coding	1
ENSDARG00000092726	si:dkey-184p9.7	21	9927221	9929890	protein_coding	1
ENSDARG00000093816	si:ch211-142c4.1	1	19374957	19388456	protein_coding	1
ENSDARG00000074457	PFKFB1 (2 of 2)	23	12794758	12900222	protein_coding	5
ENSDARG00000042277	efnb3b	7	22134347	22257954	protein_coding	1
ENSDARG00000086033	tspan5a	7	72315693	72354607	protein_coding	2
ENSDARG00000058780	slc9a2	9	7004555	7033166	protein_coding	1
ENSDARG00000002600	pcsk1	21	10108839	10146352	protein_coding	2
ENSDARG00000057378	fam213aa	13	18708298	18718548	protein_coding	6
ENSDARG00000035625	snrnp27	5	14973668	14984651	protein_coding	1
ENSDARG00000086534	CR533575.1	16	19152035	19162767	protein_coding	1
ENSDARG00000039272	pls1	2	7845116	7895670	protein_coding	3
ENSDARG00000016058	fibpa	14	31583365	31593826	protein_coding	2
ENSDARG00000033501	zgc:64189	14	29063478	29102403	protein_coding	1
ENSDARG00000070995	inpp4ab	6	14083485	14202930	protein_coding	2
ENSDARG00000016231	bcap29	4	2526368	2537320	protein_coding	2
ENSDARG00000077868	btbd17b	3	12376319	12385922	protein_coding	2
ENSDARG00000035505	nelfb	5	31187473	31198417	protein_coding	3
ENSDARG00000093163	si:ch211-262l19.1	20	9171852	9173973	processed_transcript	1
ENSDARG00000043531	jun	20	15558518	15560467	protein_coding	3
ENSDARG00000007807	cyth3a	12	18572108	18630252	protein_coding	1
ENSDARG00000079238	TRIM59	15	1569562	1579343	protein_coding	1
ENSDARG00000096880	si:ch211-231m1.1	6	16877682	16878991	protein_coding	1
ENSDARG00000061844	ARHGEF15 (2 of 2)	12	23716578	23756618	protein_coding	2
ENSDARG00000091492	LOXL2 (3 of 3)	10	20441709	20480325	protein_coding	1
ENSDARG00000026753	grik4	15	22076230	22542442	protein_coding	4
ENSDARG00000013489	gltscr2	15	6532402	6546523	protein_coding	2
